key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_dm.fact_sf_b2c_case_exclude.initial_post_tag__c,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_exclude.productlocation__c,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_exclude.livelookid__c,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.prs_verbatim.audit_ins_ts,Audit Is Not Standardized Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.prs_verbatim.audit_ins_key,Audit Insight Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_nodoubt_mapping.nodoubt_value,No Doubt Value,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_nodoubt_mapping.nodoubt_code,No Doubt Code,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_nodoubt_mapping.dwh_update_time,Data Warehouse Update Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_nodoubt_mapping.dwh_creation_time,Data Warehouse Creation Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.year,Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.visitor_id_src,Visitor Identify Source,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.visitor_id,Visitor Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.visid_source_type_id,Visited Source Type Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.visid_low_hex,Visid Low Hex,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.visid_high_hex,Visid High Hex,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.visid_high,Visited High,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_visitor.month,Month,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_ease_res_mapping.dwh_update_time,Data Warehouse Update Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_ease_res_mapping.dwh_creation_time,Data Warehouse Creation Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_contact_resolution_mapping.dwh_update_time,Data Warehouse Update Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_contact_resolution_mapping.dwh_creation_time,Data Warehouse Creation Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_contact_resolution_mapping.contact_resolution_code,Contact Resolution Code,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_wrapupcodes.wrapupsegmentid,Wrap Up Segmentid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_wrapupcodes.wrapupcategory,Wrap Up Category,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_wrapupcodes.workgroupid,Work Groupid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_sf_b2c_product.src_sys_product_id,Source Sys Product Identify,<p>This column stores the Product ID in the source system</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_sf_b2c_product.ingest_date,Ingest Date,<p>This column is used for ETL watermarking</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_exp_device.ingest_date,Ingest Date,<p>The date/time when this record was inserted</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_exp_device.dwh_creation_time,Data Warehouse Creation Time,<p>The date/time when this record was inserted</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_exp_device.device_key,Device Key,<p>Unique identifier for each row of the table. Foreign key to tax_dm.fact_exp_treatment_assignment</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_exp_device.device_id_type_name,Device Identify Type Name,"<p>Device types for CG experiments are 'HASHED_TTDESKTOP_ID' ,'MOBILE_DEVICE_ID' ,'MOBILE_ADVERTISING_ID','REALM_OR_COMPANY_ID'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_cg_content_metadata.meta_type,Meta Type,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_cg_content_metadata.jurisdiction,Jurisdiction,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact.queue_begin_dt,Queue Begin Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact.product_key,Product Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact.doc_complete_flag,Doc Complete Flag,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact.customer_key,Customer Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact.contact_end_dt,Contact End Dt,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact_verbatim.src_sys_case_key,Source Sys Case Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact_verbatim.run_detail_id,Runtimedate Detailed Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_contact_verbatim.agent_resolution_txt,Agent Resolution Text,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_recipe.year,Year,<p>This column handles Year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.updated_timestamp,Record Updated TimestampTimestamp,<p>This column handles Record Updated TimestampTimestamp</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.recipe_name,Recipe Name,<p>This column handles Recipe Name</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.recipe_in_beacon,Recipe In Beacon,<p>This column handles Recipe In Beacon</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.recipe_id,AB Test Recipe ID,<p>This column handles AB Test Recipe ID</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.ingest_date,Ingest Date,<p>This column handles Ingest Date</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.experience_detail_value,Experience Detail Value,<p>This column handles Experience Detail Value</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_recipe.ab_test_id,AB Test ID,<p>This column handles AB Test ID</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_sf_b2c_segment.segment_key,Segment Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_first_contact_res_mapping.dwh_update_time,Data Warehouse Update Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cc_survey_first_contact_res_mapping.dwh_creation_time,Data Warehouse Creation Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.version,Version,"<p>Different versions of a treatment are created, each version has a unique number</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.treatment_name,Treatment Name,"<p>There are different treatments for an experiment, this column captures the treatment name</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.treatment_id,,<p>The id number of the treatment  that is created in the IXP source system</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.run_detail_id,Runtimedate Detailed Identify,<p>A sequence number generated using the current timestamp to identify the unique batch that is run</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.partitiondate,"Partitioning Column Of The Table. Eg '2020-04-24'. 
This Date Means 'Partitiondate'  Data From Master Table (Thrive_Dwh.Ip_Experiment_Tracking) Has Been Processed.","<p>The date when this record was inserted, (Source table (IXP) partition column)</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.load_year_month,Load Year Month,<p>The table is partiioned on  (month-year)  which is derived off of first_timestamp column.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.ins_ts,Insert Timestamp,<p>Insert date/time when the row was created in the source IXP ((this is  a partition colmn of the source table)</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.ingest_date,Ingest Date,<p>The date/time when this record was inserted</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.experiment_name,Experiment Name,<p>Experiment name defined in IXP</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_exp_treatment_assignment_rejected.experiment_id,Experiment Id,<p>Unique id to identify the experiment (the experiment id is created in the Intuit Experimentation Platform (IXP) source system</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.siteid,Siteid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.remotenumberlocomp2,Remote Number Lo Comp 2,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.remotenumberlocomp1,Remote Number Lo Comp 1,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.remotenumbercountry,Remote Number Country,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.remotenumbercallid,Remote Number Cal Lid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.remotenumber,Remote Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.remotename,Remote Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.purposecode,Purposecode,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.month,Month,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.localuserid,Local Userid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.localnumber,Local Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.localname,Local Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.linedurationseconds,Line Duration Seconds,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.line_id,Line Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.interactiontype,Inter Actiontype,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.initiateddate,Initiated Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.holddurationseconds,Hold Duration Seconds,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.dnis,Dnis,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.dispositioncode,Disposition Code,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customnum6,Custom Num 6,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customnum5,Custom Num 5,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customnum4,Custom Num 4,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customnum3,Custom Num 3,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customnum2,Custom Num 2,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customnum1,Custom Num 1,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.customdatetime,Custom Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.connecteddate,Connected Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.calltype,Calltype,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.callnote,Call Note,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.callid,Callidus,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.calleventlog,Call Event Log,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.calldirection,Call Direction,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.assignedworkgroup,Assigned Workgroup,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_inin_call_detail.accountcode,Account Code,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.sub_authorization_first.updated_timestamp,Updated Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.sub_authorization_first.tax_year,Tax Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.sub_authorization_first.created_timestamp,Created Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.helper_cid_mapping.cid_mapping_type_code,Cid Mapping Type Code,<p>Represent the group of mapping. One group for one use case.</p>,N/A,,N/A,N/A,,jshao;smartha;rkommineni,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.helper_cid_mapping.cid_mapping_code,Cid Mapping Code,<p>The key in one group of mapping.</p>,N/A,,N/A,N/A,,jshao;smartha;rkommineni,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.customer_account.audit_upd_key,Audit Update Key,<pre>a timestamp describing when the record was most recently updated</pre>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_efile_status.primary_id,Primary Identify,<p>Primary id of the auth_id. This is used to identify unique customers</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,highly sensitive,N/A,N/A,N/A
tax_dm.fact_efile_status.efile_status_tax_date_id,Efile Status Tax Date Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_efile_status.change_id,Change Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.year,Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.src_sys_case_key,Source Sys Case Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.rowhash,Row Hash,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.newval_desc,Newvalue Descriptive,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.month,Month,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.id,Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.field,Field,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history.createddate,Createddate,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.year,Year,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.run_detail_id,Runtimedate Detailed Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.oldvalue,Oldvalue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.newvalue,Newvalue,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.month,Month,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.isdeleted,Isdeleted,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.ingest_date,Ingest Date,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.id,Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.field,Field,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.createddate,Createddate,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.createdbyid,Createdbyid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.cluster_id,Cluster Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_sf_b2c_case_history_raw.caseid,Caseid,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.dim_tta_product.start_datetime,Start Datetime,<p>Date and time when this product/sku was started</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.src_item_alias_id,Source Item Alias Identify,"<p>This is the sku name,it is derived from src_icp_ep_tproductsku and src_icp_ep_tproductskuattributevalue table where LOCALIZED_ATTRIBUTE_KEY = backendProdAlias</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.sku_type_name,Sku Type Name,"<p>This is the sku name,it is derived from src_icp_ep_tproductsku and src_icp_ep_tproductskuattributevalue table where LOCALIZED_ATTRIBUTE_KEY = skuType</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.sku_name,Sku Name,"<p>This is the sku name,it is derived from src_icp_ep_tproductsku and src_icp_ep_tproductskuattributevalue table where LOCALIZED_ATTRIBUTE_KEY = featureSetName_en</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.sku_code,Sku Code,<p>Sku code</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.product_edition_name,Product Edition Name,"<p>This is the product edition description,it is derived from src_icp_ep_tproductsku and src_icp_ep_tproductskuattributevalue table where LOCALIZED_ATTRIBUTE_KEY = 'edition'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.platform_type_name,Platform Type Name,"<p>This is the product plaform,it is derived from src_icp_ep_tproductsku and src_icp_ep_tproductskuattributevalue table where LOCALIZED_ATTRIBUTE_KEY = 'platform'</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.load_ts,Load Timestamp,<p>Load timestamp</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.last_modified_datetime,Last Modified Datetime,<p>The date/time when the product/SKU was last modified</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.dwh_update_time,Data Warehouse Update Time,<p>Date and time  when this record was updated in the table</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.dim_tta_product.dwh_creation_time,Data Warehouse Creation Time,<p>Date and time  when this record was created in the table</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_dm.fact_tta_event.load_ts,Load Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.tax_year_key,Tax Year Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.load_ts,Load Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.event_type_key,Event Type Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.event_datetime,Event Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.dwh_update_time,Data Warehouse Update Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.dwh_creation_time,Data Warehouse Creation Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.fact_tta_event_final.channel_name,Channel Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.delta_fact_tta_event.tta_enrollment_key,Tax That Applies Enrollment Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.delta_fact_tta_event.tax_year_key,Tax Year Key,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.delta_fact_tta_event.load_ts,Load Timestamp,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.delta_fact_tta_event.event_datetime,Event Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_dm.delta_fact_tta_event.dwh_update_time,Data Warehouse Update Time,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
